Gas name,bc,c2f6,c3f8,c4f10,c5f12,c6f14,c7f16,c8f18,c_c4f8,carbon_dioxide,carbon_tetrachloride,cf4,cfc11,cfc113,cfc114,cfc115,cfc12,ch2cl2,ch3ccl3,chcl3,co,halon1202,halon1211,halon1301,halon2402,hcfc141b,hcfc142b,hcfc22,hfc125,hfc134a,hfc143a,hfc152a,hfc227ea,hfc23,hfc236fa,hfc245fa,hfc32,hfc365mfc,hfc4310mee,methane,methyl_bromide,methyl_chloride,nf3,nh3,nitrous_oxide,nmvoc,nox,nox_avi,oc,sf6,so2,so2f2
1750,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.0170031,2.54E-05,0.034050322,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,1.00E-15,1.00E-15,4.57E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,723.1495657,0.005299998,0.457,1.00E-15,1.00E-15,270.0054728,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,170.6,1.00E-15
1751,-0.007852464,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.0484223,2.63E-05,0.034050966,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,-1.454190668,1.00E-15,4.82E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,729.0714097,0.005300327,0.457034434,1.00E-15,-0.02134921,270.0164672,-0.295105465,-0.045167765,1.00E-15,-0.081844253,1.00E-15,170.5899906,1.00E-15
1752,-0.021316229,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.0762024,2.72E-05,0.03405161,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,-4.112553156,1.00E-15,5.05E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,734.2950481,0.005301052,0.457111703,1.00E-15,-0.063403414,270.027561,-0.842938503,-0.106330074,1.00E-15,-0.242546778,1.00E-15,170.5727391,1.00E-15
1753,-0.026577544,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.1023949,2.80E-05,0.034052254,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,-5.169813076,1.00E-15,5.27E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,738.9564099,0.005301201,0.457131001,1.00E-15,-0.072143362,270.038757,-1.064000233,-0.145418192,1.00E-15,-0.303616528,1.00E-15,170.5671241,1.00E-15
1754,-0.017439001,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.1277174,2.88E-05,0.034052897,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,-3.028191781,1.00E-15,5.48E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,743.1888131,0.005300374,0.457046354,1.00E-15,-0.013503341,270.0500583,-0.62763395,-0.14634437,1.00E-15,-0.16037328,1.00E-15,170.5855863,1.00E-15
1755,-0.005473136,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.1524667,2.96E-05,0.034053541,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,-0.827793023,1.00E-15,5.67E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,747.0021402,0.005299935,0.456997424,1.00E-15,0.02783885,270.0614678,-0.21470298,-0.075201449,1.00E-15,-0.052165036,1.00E-15,170.6023852,1.00E-15
1756,-0.010690238,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.1768307,3.03E-05,0.034054185,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,-2.070324553,1.00E-15,5.85E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,750.3744643,0.005300012,0.457002536,1.00E-15,0.013819275,270.0729888,-0.480978535,-0.118775772,1.00E-15,-0.127086199,1.00E-15,170.5950122,1.00E-15
1757,0.002798598,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.2008512,3.11E-05,0.034054829,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,-0.063033465,1.00E-15,6.02E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,753.4531088,0.005300027,0.457003422,1.00E-15,0.041432498,270.0846242,-0.12420118,-0.018761003,1.00E-15,-0.045090096,1.00E-15,170.6128784,1.00E-15
1758,0.024099916,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.2246184,3.18E-05,0.034055473,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,3.367165804,1.00E-15,6.18E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,756.262463,0.005300218,0.457023265,1.00E-15,0.074583656,270.0963774,0.477279026,0.196032061,1.00E-15,0.085845665,1.00E-15,170.6385914,1.00E-15
1759,0.022247012,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.2483158,3.25E-05,0.034056117,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,3.227613374,1.00E-15,6.33E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,758.7705226,0.005300143,0.457016264,1.00E-15,0.086236988,270.1082516,0.439878032,0.154755667,1.00E-15,0.092671776,1.00E-15,170.6373247,1.00E-15
1760,0.023838692,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.2720012,3.31E-05,0.03405676,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,3.991247794,1.00E-15,6.47E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,761.0705525,0.005299168,0.456914233,1.00E-15,0.132429973,270.12025,0.621163675,0.055293682,1.00E-15,0.191408241,1.00E-15,170.6425482,1.00E-15
1761,0.030900174,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.2957499,3.38E-05,0.034057404,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,5.283630946,1.00E-15,6.60E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,763.158548,0.005299019,0.456894294,1.00E-15,0.160489161,270.132376,0.858200095,0.086416345,1.00E-15,0.264995619,1.00E-15,170.6557386,1.00E-15
1762,0.025262682,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.3195694,3.44E-05,0.034058048,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,4.125486745,1.00E-15,6.73E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.36E-12,1.00E-15,1.00E-15,1.00E-15,7.48E-11,1.00E-15,1.00E-15,765.013255,0.005299671,0.456960321,1.00E-15,0.153269915,270.144633,0.621554353,0.030574363,1.00E-15,0.199420588,1.00E-15,170.650717,1.00E-15
1763,0.013477108,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.3430944,3.50E-05,0.034058692,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,2.230181059,1.00E-15,6.84E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.36E-11,1.00E-15,1.00E-15,1.00E-15,7.47E-10,1.00E-15,1.00E-15,766.6849453,0.005299889,0.456985391,1.00E-15,0.146509357,270.1570244,0.263582727,-0.095479516,1.00E-15,0.123098454,1.00E-15,170.63996,7.30E-12
1764,-0.00040323,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.3664092,3.56E-05,0.034059335,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,-0.744304612,1.00E-15,6.95E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,4.48E-11,1.00E-15,1.00E-15,1.00E-15,2.47E-09,1.00E-15,1.00E-15,768.1515064,0.005300445,0.457045153,1.00E-15,0.089090505,270.1695538,-0.370242807,-0.117563556,1.00E-15,-0.08425976,1.00E-15,170.621895,7.30E-11
1765,-0.000272318,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.3900395,3.62E-05,0.034059979,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,-0.930392026,1.00E-15,7.05E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,8.69E-11,1.00E-15,1.00E-15,1.00E-15,4.78E-09,1.00E-15,1.00E-15,769.5125843,0.005300259,0.457028771,1.00E-15,0.082000284,270.1822247,-0.444628165,-0.09246188,1.00E-15,-0.11213428,1.00E-15,170.6204838,2.41E-10
1766,0.012073984,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,278.4141185,3.67E-05,0.034060623,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,0.006912761,1.00E-15,0.006,1.319779305,1.00E-15,7.15E-06,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.00E-15,1.30E-10,1.00E-15,1.00E-15,1.00E-15,7.17E-09,1.00E-15,1.00E-15,770.8106849,0.005299651,0.456965339,1.00E-15,0.122866279,270.1950407,-0.023052309,-0.025248823,1.00E-15,0.004077035,1.00E-15,170.6397312,4.67E-10
